
============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 130.63 | TP: 132.13 | SL: 126.13
16:00 | 209.55 | 211.15 | 209.50 | 210.55 | 3571162 
16:15 | 210.54 | 210.92 | 210.07 | 210.75 | 2774986 
16:30 | 210.76 | 212.27 | 210.63 | 212.21 | 2970980 
16:45 | 212.24 | 212.26 | 210.93 | 211.08 | 2757488 
17:00 | 211.08 | 212.30 | 210.66 | 212.18 | 2633440 [ENTRADA]
17:15 | 212.18 | 214.34 | 212.06 | 214.23 | 4522598 
17:30 | 214.23 | 214.70 | 213.81 | 214.27 | 4256770 
17:45 | 214.28 | 214.90 | 213.67 | 214.63 | 2854596 
18:00 | 214.64 | 214.99 | 214.37 | 214.76 | 3432200 
18:15 | 214.75 | 214.99 | 214.18 | 214.50 | 2172502 
18:30 | 214.52 | 214.61 | 213.86 | 214.26 | 1902628 
18:45 | 214.26 | 214.75 | 214.17 | 214.49 | 1337534 
19:00 | 214.49 | 214.59 | 214.04 | 214.34 | 1250110 
19:15 | 214.37 | 214.89 | 214.36 | 214.54 | 1409874 
19:30 | 214.52 | 215.38 | 214.42 | 215.12 | 2007453 
19:45 | 215.11 | 215.15 | 214.09 | 214.39 | 1639890 
20:00 | 214.38 | 214.70 | 214.13 | 214.68 | 1441382 
20:15 | 214.68 | 214.93 | 214.49 | 214.60 | 1238422 
20:30 | 214.61 | 214.80 | 214.45 | 214.51 | 1043098 
20:45 | 214.51 | 214.71 | 214.38 | 214.40 | 1240088 
21:00 | 214.40 | 214.55 | 213.82 | 213.87 | 1583682 
21:15 | 213.87 | 214.45 | 213.75 | 213.88 | 1937841 
21:30 | 213.89 | 214.42 | 213.71 | 214.03 | 1999304 
21:45 | 214.03 | 214.25 | 212.81 | 213.25 | 5355220 
15:30 | 218.89 | 219.85 | 216.58 | 219.68 | 10270454 
15:45 | 219.68 | 220.33 | 218.21 | 219.56 | 5248418 
16:00 | 219.59 | 219.99 | 218.24 | 218.39 | 3769717 
16:15 | 218.38 | 218.38 | 217.56 | 218.27 | 2715819 
16:30 | 218.29 | 218.85 | 217.92 | 218.27 | 1760756 
16:45 | 218.25 | 219.15 | 217.65 | 219.15 | 2589682 
17:00 | 219.15 | 219.50 | 218.97 | 219.40 | 2551143 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 179.88 | TP: 181.38 | SL: 175.38
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 173.78 | 177.59 | 173.77 | 177.24 | 13863209 
16:15 | 177.23 | 177.86 | 175.79 | 176.32 | 10385734 
16:30 | 176.31 | 177.40 | 176.06 | 177.09 | 6157541 
16:45 | 177.09 | 177.83 | 176.83 | 177.41 | 6063812 
17:00 | 177.42 | 178.30 | 177.27 | 178.11 | 6729486 
17:15 | 178.11 | 178.23 | 177.61 | 178.13 | 4281648 
17:30 | 178.13 | 178.59 | 178.03 | 178.25 | 4373465 
17:45 | 178.25 | 178.45 | 177.76 | 177.80 | 3576686 
18:00 | 177.80 | 178.06 | 177.21 | 177.32 | 3620768 
18:15 | 177.31 | 177.40 | 176.88 | 177.01 | 4237096 
18:30 | 177.01 | 177.35 | 177.00 | 177.19 | 2682762 
18:45 | 177.18 | 177.41 | 176.89 | 177.22 | 2839618 
19:00 | 177.21 | 177.81 | 177.19 | 177.78 | 3147051 
19:15 | 177.78 | 178.30 | 177.75 | 178.29 | 2967102 
19:30 | 178.30 | 178.40 | 178.08 | 178.24 | 2584354 
19:45 | 178.24 | 178.42 | 178.03 | 178.05 | 2459064 
20:00 | 178.05 | 178.27 | 177.85 | 178.12 | 2577784 
20:15 | 178.11 | 178.16 | 177.83 | 178.12 | 2317571 
20:30 | 178.12 | 178.54 | 178.00 | 178.09 | 2712503 
20:45 | 178.08 | 178.21 | 177.75 | 177.87 | 2182513 
21:00 | 177.88 | 178.07 | 177.82 | 177.97 | 2106555 
21:15 | 177.98 | 178.09 | 177.74 | 178.06 | 2497956 
21:30 | 178.06 | 178.12 | 177.64 | 177.85 | 3102306 
21:45 | 177.84 | 178.50 | 177.75 | 178.02 | 7656173 
15:30 | 178.36 | 178.50 | 176.57 | 177.01 | 11365779 
15:45 | 177.01 | 178.45 | 176.80 | 178.45 | 7024853 
16:00 | 178.44 | 179.41 | 178.25 | 179.15 | 7343747 [ENTRADA]
16:15 | 179.14 | 179.38 | 178.60 | 178.99 | 5147709 
16:30 | 178.98 | 179.70 | 178.86 | 179.34 | 5542633 
16:45 | 179.34 | 179.91 | 179.22 | 179.88 | 4924821 
17:00 | 179.88 | 180.89 | 179.87 | 180.68 | 7332413 
17:15 | 180.68 | 181.25 | 180.54 | 181.24 | 5152047 
17:30 | 181.24 | 181.68 | 181.04 | 181.27 | 5818689 
17:45 | 181.26 | 181.67 | 181.04 | 181.57 | 4121475 
18:00 | 181.57 | 181.91 | 181.45 | 181.78 | 4296470 
18:15 | 181.78 | 181.79 | 181.33 | 181.52 | 3174530 
18:30 | 181.51 | 181.72 | 181.39 | 181.65 | 2628441 
18:45 | 181.66 | 181.71 | 180.93 | 181.03 | 3431624 
19:00 | 181.03 | 181.10 | 180.62 | 180.78 | 3643456 
19:15 | 180.78 | 181.08 | 180.70 | 181.00 | 2640162 
19:30 | 181.00 | 181.13 | 180.74 | 181.11 | 2414396 
19:45 | 181.12 | 181.39 | 181.07 | 181.29 | 2931974 
20:00 | 181.29 | 181.38 | 181.08 | 181.37 | 2304259 
20:15 | 181.37 | 181.48 | 181.21 | 181.34 | 2450664 
20:30 | 181.34 | 181.55 | 181.13 | 181.15 | 2307163 
20:45 | 181.15 | 181.56 | 181.08 | 181.41 | 2121531 
21:00 | 181.41 | 181.67 | 181.23 | 181.43 | 2367390 
21:15 | 181.43 | 181.45 | 180.92 | 181.03 | 3229893 
21:30 | 181.03 | 181.24 | 180.88 | 180.94 | 3207069 
21:45 | 180.94 | 181.25 | 178.35 | 179.84 | 9908535 
15:30 | 180.06 | 181.23 | 179.24 | 179.75 | 10851559 
15:45 | 179.74 | 179.98 | 178.81 | 179.61 | 7872205 
16:00 | 179.56 | 180.41 | 179.54 | 180.05 | 6191670 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: NVDA | C1_SQUEEZE_CALL | ENTRADA: 181.57 | TP: 183.07 | SL: 177.07
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 177.42 | 178.30 | 177.27 | 178.11 | 6729486 
17:15 | 178.11 | 178.23 | 177.61 | 178.13 | 4281648 
17:30 | 178.13 | 178.59 | 178.03 | 178.25 | 4373465 
17:45 | 178.25 | 178.45 | 177.76 | 177.80 | 3576686 
18:00 | 177.80 | 178.06 | 177.21 | 177.32 | 3620768 
18:15 | 177.31 | 177.40 | 176.88 | 177.01 | 4237096 
18:30 | 177.01 | 177.35 | 177.00 | 177.19 | 2682762 
18:45 | 177.18 | 177.41 | 176.89 | 177.22 | 2839618 
19:00 | 177.21 | 177.81 | 177.19 | 177.78 | 3147051 
19:15 | 177.78 | 178.30 | 177.75 | 178.29 | 2967102 
19:30 | 178.30 | 178.40 | 178.08 | 178.24 | 2584354 
19:45 | 178.24 | 178.42 | 178.03 | 178.05 | 2459064 
20:00 | 178.05 | 178.27 | 177.85 | 178.12 | 2577784 
20:15 | 178.11 | 178.16 | 177.83 | 178.12 | 2317571 
20:30 | 178.12 | 178.54 | 178.00 | 178.09 | 2712503 
20:45 | 178.08 | 178.21 | 177.75 | 177.87 | 2182513 
21:00 | 177.88 | 178.07 | 177.82 | 177.97 | 2106555 
21:15 | 177.98 | 178.09 | 177.74 | 178.06 | 2497956 
21:30 | 178.06 | 178.12 | 177.64 | 177.85 | 3102306 
21:45 | 177.84 | 178.50 | 177.75 | 178.02 | 7656173 
15:30 | 178.36 | 178.50 | 176.57 | 177.01 | 11365779 
15:45 | 177.01 | 178.45 | 176.80 | 178.45 | 7024853 
16:00 | 178.44 | 179.41 | 178.25 | 179.15 | 7343747 
16:15 | 179.14 | 179.38 | 178.60 | 178.99 | 5147709 
16:30 | 178.98 | 179.70 | 178.86 | 179.34 | 5542633 
16:45 | 179.34 | 179.91 | 179.22 | 179.88 | 4924821 
17:00 | 179.88 | 180.89 | 179.87 | 180.68 | 7332413 [ENTRADA]
17:15 | 180.68 | 181.25 | 180.54 | 181.24 | 5152047 
17:30 | 181.24 | 181.68 | 181.04 | 181.27 | 5818689 
17:45 | 181.26 | 181.67 | 181.04 | 181.57 | 4121475 
18:00 | 181.57 | 181.91 | 181.45 | 181.78 | 4296470 
18:15 | 181.78 | 181.79 | 181.33 | 181.52 | 3174530 
18:30 | 181.51 | 181.72 | 181.39 | 181.65 | 2628441 
18:45 | 181.66 | 181.71 | 180.93 | 181.03 | 3431624 
19:00 | 181.03 | 181.10 | 180.62 | 180.78 | 3643456 
19:15 | 180.78 | 181.08 | 180.70 | 181.00 | 2640162 
19:30 | 181.00 | 181.13 | 180.74 | 181.11 | 2414396 
19:45 | 181.12 | 181.39 | 181.07 | 181.29 | 2931974 
20:00 | 181.29 | 181.38 | 181.08 | 181.37 | 2304259 
20:15 | 181.37 | 181.48 | 181.21 | 181.34 | 2450664 
20:30 | 181.34 | 181.55 | 181.13 | 181.15 | 2307163 
20:45 | 181.15 | 181.56 | 181.08 | 181.41 | 2121531 
21:00 | 181.41 | 181.67 | 181.23 | 181.43 | 2367390 
21:15 | 181.43 | 181.45 | 180.92 | 181.03 | 3229893 
21:30 | 181.03 | 181.24 | 180.88 | 180.94 | 3207069 
21:45 | 180.94 | 181.25 | 178.35 | 179.84 | 9908535 
15:30 | 180.06 | 181.23 | 179.24 | 179.75 | 10851559 
15:45 | 179.74 | 179.98 | 178.81 | 179.61 | 7872205 
16:00 | 179.56 | 180.41 | 179.54 | 180.05 | 6191670 
16:15 | 180.04 | 181.08 | 179.97 | 180.98 | 5469525 
16:30 | 180.97 | 181.37 | 180.68 | 181.36 | 4976245 
16:45 | 181.36 | 181.76 | 181.18 | 181.53 | 5168808 
17:00 | 181.54 | 181.58 | 180.98 | 181.28 | 4092602 
RESULTADO: EN CURSO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 336.21 | TP: 337.71 | SL: 331.71
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 320.75 | 323.77 | 319.66 | 322.80 | 2988608 
16:15 | 322.77 | 324.50 | 322.63 | 324.24 | 2065182 
16:30 | 324.27 | 324.27 | 322.33 | 323.15 | 1658768 
16:45 | 323.15 | 323.61 | 322.08 | 323.25 | 1476916 
17:00 | 323.26 | 323.60 | 321.24 | 321.40 | 1305598 
17:15 | 321.40 | 322.65 | 321.10 | 321.90 | 1465509 
17:30 | 321.88 | 323.20 | 321.85 | 322.78 | 1057981 
17:45 | 322.75 | 322.86 | 320.67 | 321.26 | 1388482 
18:00 | 321.30 | 321.34 | 320.04 | 320.75 | 1421823 
18:15 | 320.75 | 321.41 | 320.05 | 320.22 | 1005685 
18:30 | 320.20 | 320.87 | 319.80 | 320.58 | 1317206 
18:45 | 320.55 | 321.09 | 319.26 | 319.62 | 1013182 
19:00 | 319.65 | 320.46 | 319.27 | 319.73 | 1126478 
19:15 | 319.64 | 319.82 | 318.68 | 319.36 | 1345913 
19:30 | 319.33 | 321.05 | 319.13 | 321.02 | 1307436 
19:45 | 321.04 | 321.34 | 320.32 | 320.85 | 974231 
20:00 | 320.82 | 321.17 | 319.81 | 320.44 | 954268 
20:15 | 320.41 | 320.93 | 320.16 | 320.49 | 835896 
20:30 | 320.52 | 321.62 | 320.12 | 321.08 | 977735 
20:45 | 321.07 | 322.15 | 320.38 | 321.92 | 1272088 
21:00 | 321.92 | 322.48 | 321.70 | 322.45 | 1080739 
21:15 | 322.45 | 322.60 | 321.88 | 322.02 | 1071005 
21:30 | 322.03 | 322.11 | 321.30 | 321.53 | 1058181 
21:45 | 321.52 | 321.98 | 320.00 | 320.04 | 2126652 
15:30 | 321.66 | 324.97 | 319.69 | 324.77 | 4202238 
15:45 | 324.78 | 326.64 | 324.10 | 325.69 | 4189907 
16:00 | 325.75 | 335.68 | 325.65 | 335.23 | 8488121 [ENTRADA]
16:15 | 335.20 | 337.46 | 332.38 | 334.72 | 5894840 
16:30 | 334.76 | 337.70 | 334.62 | 337.24 | 3859181 
16:45 | 337.28 | 337.65 | 335.78 | 336.21 | 2707172 
17:00 | 336.18 | 337.20 | 336.04 | 336.48 | 2132876 
17:15 | 336.44 | 336.70 | 335.10 | 335.56 | 1793421 
17:30 | 335.55 | 336.34 | 335.03 | 335.26 | 1526049 
17:45 | 335.27 | 336.00 | 334.87 | 335.07 | 1498854 
18:00 | 335.09 | 335.84 | 334.20 | 334.58 | 1445307 
18:15 | 334.58 | 335.29 | 333.76 | 335.12 | 1847799 
18:30 | 335.10 | 338.27 | 335.06 | 337.18 | 3073840 
18:45 | 337.18 | 337.39 | 335.96 | 336.56 | 1812080 
19:00 | 336.55 | 337.95 | 336.48 | 337.88 | 1642730 
19:15 | 337.90 | 338.33 | 337.23 | 338.02 | 1655342 
19:30 | 338.04 | 338.61 | 337.53 | 338.44 | 1349545 
19:45 | 338.46 | 338.68 | 337.86 | 337.95 | 1356060 
20:00 | 337.97 | 338.16 | 337.13 | 338.04 | 1297238 
20:15 | 338.04 | 338.75 | 337.78 | 338.31 | 1511495 
20:30 | 338.32 | 339.06 | 338.02 | 338.38 | 1690179 
20:45 | 338.39 | 339.09 | 338.19 | 338.74 | 1422600 
21:00 | 338.75 | 339.56 | 338.64 | 339.26 | 1938044 
21:15 | 339.24 | 339.30 | 338.03 | 338.52 | 1601136 
21:30 | 338.51 | 338.68 | 337.34 | 338.31 | 1947806 
21:45 | 338.29 | 340.25 | 338.10 | 340.01 | 4472979 
15:30 | 338.90 | 341.46 | 336.63 | 337.65 | 5040901 
15:45 | 337.72 | 339.55 | 335.03 | 339.19 | 4134197 
16:00 | 339.17 | 341.79 | 338.33 | 341.43 | 3872293 
RESULTADO: EXITO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 511.24 | TP: 512.74 | SL: 508.24
Hora  |  Open  |  High  |  Low   |  Close |  Vol
17:00 | 500.86 | 501.97 | 500.81 | 501.84 | 188039 
17:15 | 501.83 | 502.82 | 501.79 | 502.79 | 199657 
17:30 | 502.68 | 502.98 | 501.91 | 501.97 | 175288 
17:45 | 501.96 | 502.13 | 500.86 | 502.01 | 150805 
18:00 | 501.96 | 502.96 | 501.78 | 502.46 | 142319 
18:15 | 502.49 | 503.13 | 501.90 | 502.28 | 221406 
18:30 | 502.35 | 502.59 | 502.00 | 502.54 | 136864 
18:45 | 502.57 | 502.72 | 500.83 | 501.11 | 221673 
19:00 | 501.12 | 501.38 | 500.25 | 500.92 | 319021 
19:15 | 500.98 | 501.18 | 500.10 | 500.15 | 197975 
19:30 | 500.15 | 500.82 | 500.14 | 500.32 | 141076 
19:45 | 500.31 | 500.39 | 499.81 | 500.03 | 199610 
20:00 | 500.06 | 500.72 | 499.74 | 500.06 | 243016 
20:15 | 500.07 | 500.20 | 499.67 | 499.98 | 212940 
20:30 | 500.00 | 500.74 | 499.95 | 500.26 | 280362 
20:45 | 500.26 | 501.20 | 500.25 | 500.71 | 260242 
21:00 | 500.72 | 500.89 | 500.41 | 500.53 | 203455 
21:15 | 500.54 | 500.83 | 500.40 | 500.80 | 198016 
21:30 | 500.80 | 500.96 | 500.39 | 500.53 | 231301 
21:45 | 500.53 | 502.26 | 500.13 | 501.20 | 950906 
15:30 | 506.51 | 506.83 | 503.85 | 506.79 | 1125701 
15:45 | 506.69 | 508.11 | 505.23 | 508.05 | 846981 
16:00 | 507.86 | 508.39 | 506.61 | 507.20 | 512413 
16:15 | 507.25 | 507.68 | 506.51 | 507.14 | 253003 
16:30 | 507.20 | 508.45 | 507.14 | 507.84 | 400058 
16:45 | 507.88 | 509.29 | 507.25 | 509.07 | 401237 
17:00 | 509.04 | 510.00 | 508.56 | 509.74 | 384223 [ENTRADA]
17:15 | 509.73 | 511.29 | 509.73 | 510.67 | 528786 
17:30 | 510.68 | 511.80 | 510.19 | 510.92 | 498258 
17:45 | 510.84 | 511.36 | 510.13 | 511.24 | 345755 
18:00 | 511.22 | 511.65 | 510.70 | 511.38 | 322636 
18:15 | 511.39 | 512.23 | 511.31 | 511.89 | 310349 
18:30 | 511.90 | 512.45 | 511.70 | 512.31 | 251426 
18:45 | 512.29 | 512.55 | 511.77 | 512.32 | 225373 
19:00 | 512.33 | 512.33 | 511.26 | 511.41 | 249095 
19:15 | 511.43 | 512.40 | 511.28 | 512.02 | 165105 
19:30 | 512.04 | 512.25 | 511.50 | 512.11 | 166146 
19:45 | 512.14 | 512.23 | 511.14 | 511.85 | 215209 
20:00 | 511.87 | 511.88 | 511.06 | 511.28 | 177519 
20:15 | 511.29 | 511.44 | 510.67 | 511.31 | 232072 
20:30 | 511.27 | 511.93 | 510.97 | 511.81 | 183233 
20:45 | 511.81 | 512.32 | 511.45 | 512.17 | 201610 
21:00 | 512.16 | 512.50 | 511.90 | 511.90 | 227689 
21:15 | 511.89 | 512.11 | 510.34 | 510.68 | 309986 
21:30 | 510.63 | 510.95 | 510.25 | 510.65 | 298518 
21:45 | 510.64 | 511.07 | 509.85 | 509.85 | 750145 
15:30 | 508.79 | 511.49 | 507.00 | 509.91 | 899291 
15:45 | 510.04 | 511.70 | 509.84 | 510.28 | 399396 
16:00 | 510.33 | 512.38 | 510.29 | 512.03 | 288513 
16:15 | 512.00 | 512.07 | 510.45 | 510.65 | 269231 
16:30 | 510.71 | 512.35 | 510.20 | 512.02 | 306290 
16:45 | 512.10 | 512.50 | 511.47 | 512.49 | 195358 
17:00 | 512.45 | 514.25 | 512.45 | 513.40 | 355806 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: MSFT | C1_SQUEEZE_CALL | ENTRADA: 518.00 | TP: 519.50 | SL: 515.00
Hora  |  Open  |  High  |  Low   |  Close |  Vol
21:00 | 508.80 | 509.47 | 508.76 | 509.28 | 271137 
21:15 | 509.28 | 509.66 | 508.63 | 508.80 | 202292 
21:30 | 508.79 | 508.91 | 508.36 | 508.40 | 257957 
21:45 | 508.41 | 508.84 | 508.08 | 508.27 | 847001 
15:30 | 510.61 | 513.08 | 510.31 | 512.41 | 5764231 
15:45 | 512.44 | 514.88 | 512.11 | 514.33 | 577114 
16:00 | 514.38 | 514.63 | 512.94 | 513.14 | 366684 
16:15 | 513.16 | 513.46 | 511.95 | 513.11 | 358068 
16:30 | 513.09 | 513.48 | 512.46 | 513.20 | 282338 
16:45 | 513.19 | 513.80 | 512.77 | 513.69 | 249013 
17:00 | 513.73 | 513.96 | 511.94 | 512.01 | 325150 
17:15 | 512.06 | 513.08 | 511.87 | 512.22 | 532025 
17:30 | 512.23 | 512.27 | 511.32 | 511.43 | 201844 
17:45 | 511.49 | 512.15 | 511.44 | 511.88 | 121130 
18:00 | 511.92 | 512.82 | 511.92 | 512.65 | 250588 
18:15 | 512.66 | 513.36 | 512.62 | 512.86 | 145769 
18:30 | 512.85 | 512.96 | 511.89 | 512.45 | 195807 
18:45 | 512.44 | 512.71 | 512.07 | 512.34 | 182496 
19:00 | 512.34 | 512.65 | 511.58 | 511.91 | 200353 
19:15 | 511.89 | 512.00 | 511.45 | 511.69 | 143266 
19:30 | 511.69 | 511.73 | 511.07 | 511.69 | 241275 
19:45 | 511.71 | 511.78 | 510.95 | 511.41 | 172292 
20:00 | 511.41 | 511.43 | 510.35 | 511.12 | 242782 
20:15 | 511.12 | 511.13 | 510.52 | 510.70 | 198957 
20:30 | 510.68 | 511.88 | 510.53 | 511.59 | 278903 
20:45 | 511.55 | 511.62 | 510.72 | 511.46 | 267775 
21:00 | 511.45 | 511.73 | 511.08 | 511.58 | 260486 [ENTRADA]
21:15 | 511.58 | 511.94 | 510.89 | 511.17 | 351071 
21:30 | 511.19 | 511.55 | 510.82 | 510.97 | 390608 
21:45 | 510.97 | 519.30 | 510.97 | 518.00 | 4610790 
15:30 | 515.59 | 517.74 | 514.30 | 515.57 | 1062458 
15:45 | 515.58 | 515.84 | 514.40 | 514.53 | 459062 
16:00 | 514.49 | 514.61 | 512.54 | 512.95 | 536358 
16:15 | 512.94 | 514.88 | 512.70 | 514.57 | 354578 
16:30 | 514.59 | 516.30 | 514.54 | 516.23 | 399722 
16:45 | 516.20 | 516.60 | 515.71 | 515.93 | 251011 
17:00 | 515.90 | 516.26 | 514.94 | 515.35 | 267966 
17:15 | 515.32 | 515.57 | 514.66 | 515.03 | 141061 
17:30 | 515.12 | 515.50 | 514.03 | 514.10 | 233880 
17:45 | 514.15 | 514.49 | 513.75 | 513.87 | 124839 
18:00 | 513.87 | 514.07 | 512.58 | 513.69 | 368532 
18:15 | 513.63 | 514.69 | 513.40 | 514.57 | 241792 
18:30 | 514.60 | 515.96 | 514.54 | 515.34 | 255168 
18:45 | 515.30 | 515.42 | 514.44 | 515.00 | 213456 
19:00 | 514.89 | 515.24 | 514.51 | 514.70 | 160137 
19:15 | 514.70 | 515.34 | 514.70 | 515.14 | 159361 
19:30 | 515.11 | 515.24 | 514.89 | 515.16 | 143865 
19:45 | 515.14 | 515.28 | 514.41 | 514.53 | 131182 
20:00 | 514.54 | 514.81 | 514.48 | 514.79 | 122914 
20:15 | 514.78 | 515.19 | 514.53 | 515.04 | 133862 
20:30 | 515.05 | 515.57 | 515.05 | 515.13 | 174555 
20:45 | 515.15 | 515.26 | 513.65 | 513.95 | 271741 
21:00 | 513.98 | 514.01 | 513.19 | 513.27 | 294122 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: TSLA | C1_SQUEEZE_CALL | ENTRADA: 355.39 | TP: 356.89 | SL: 350.89
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 348.38 | 349.01 | 345.50 | 347.37 | 3259725 
16:15 | 347.35 | 347.74 | 345.56 | 346.62 | 1993708 
16:30 | 346.64 | 347.37 | 344.13 | 345.04 | 2503978 
16:45 | 345.06 | 346.17 | 343.82 | 345.85 | 2014632 
17:00 | 345.82 | 346.73 | 344.93 | 346.42 | 1585616 
17:15 | 346.40 | 347.05 | 346.30 | 346.38 | 1233281 
17:30 | 346.35 | 347.16 | 346.07 | 346.41 | 1111947 
17:45 | 346.38 | 347.94 | 346.30 | 347.72 | 1261982 
18:00 | 347.74 | 348.47 | 347.60 | 348.29 | 1117762 
18:15 | 348.32 | 348.50 | 346.88 | 347.69 | 1154954 
18:30 | 347.69 | 348.20 | 347.17 | 347.28 | 875292 
18:45 | 347.29 | 347.87 | 346.19 | 346.25 | 1123348 
19:00 | 346.29 | 347.43 | 346.23 | 346.92 | 968947 
19:15 | 346.93 | 347.62 | 346.75 | 346.89 | 860385 
19:30 | 346.93 | 347.18 | 346.53 | 346.80 | 735698 
19:45 | 346.75 | 347.84 | 346.51 | 347.28 | 875019 
20:00 | 347.30 | 347.44 | 345.95 | 346.66 | 1041221 
20:15 | 346.65 | 346.98 | 346.27 | 346.59 | 696892 
20:30 | 346.60 | 346.76 | 346.02 | 346.38 | 784436 
20:45 | 346.38 | 347.00 | 346.37 | 346.82 | 721355 
21:00 | 346.85 | 347.16 | 345.70 | 346.20 | 1099925 
21:15 | 346.18 | 346.84 | 346.18 | 346.35 | 845974 
21:30 | 346.36 | 346.73 | 346.08 | 346.57 | 913369 
21:45 | 346.55 | 347.20 | 346.32 | 347.04 | 1861009 
15:30 | 350.41 | 352.20 | 346.07 | 346.88 | 4745374 
15:45 | 346.94 | 349.20 | 346.20 | 347.72 | 2619512 
16:00 | 347.72 | 351.43 | 347.60 | 349.13 | 3033048 [ENTRADA]
16:15 | 349.17 | 350.57 | 348.85 | 349.16 | 1760032 
16:30 | 349.13 | 351.99 | 349.07 | 351.97 | 2287340 
16:45 | 351.98 | 355.50 | 351.45 | 355.39 | 4031135 
17:00 | 355.42 | 356.02 | 354.05 | 356.02 | 3217028 
17:15 | 356.02 | 356.33 | 354.02 | 354.67 | 2221477 
17:30 | 354.72 | 355.18 | 353.50 | 355.15 | 1648739 
17:45 | 355.15 | 355.80 | 354.54 | 354.85 | 1351664 
18:00 | 354.88 | 355.09 | 354.01 | 354.30 | 1030425 
18:15 | 354.29 | 354.85 | 353.51 | 354.23 | 1251439 
18:30 | 354.24 | 354.69 | 352.69 | 352.73 | 1277345 
18:45 | 352.75 | 354.30 | 352.72 | 354.23 | 1059156 
19:00 | 354.27 | 355.39 | 354.12 | 354.75 | 1050561 
19:15 | 354.76 | 354.90 | 354.10 | 354.26 | 759237 
19:30 | 354.29 | 355.10 | 353.84 | 354.97 | 1028516 
19:45 | 354.96 | 356.28 | 354.33 | 354.67 | 1697703 
20:00 | 354.66 | 354.88 | 353.77 | 354.19 | 1025362 
20:15 | 354.19 | 354.27 | 353.21 | 353.65 | 1234436 
20:30 | 353.64 | 354.45 | 352.57 | 352.72 | 1300401 
20:45 | 352.71 | 352.96 | 351.00 | 351.31 | 1599597 
21:00 | 351.31 | 351.57 | 347.99 | 348.07 | 2260206 
21:15 | 348.09 | 348.55 | 347.16 | 347.45 | 2315544 
21:30 | 347.48 | 349.50 | 347.39 | 349.47 | 2059148 
21:45 | 349.43 | 350.26 | 347.62 | 347.79 | 2692466 
15:30 | 350.23 | 351.43 | 347.60 | 349.00 | 3839669 
15:45 | 348.98 | 352.22 | 348.31 | 351.49 | 3325496 
16:00 | 351.50 | 355.65 | 350.65 | 354.65 | 3990923 
RESULTADO: FALLO
============================================================


============================================================
ANALISIS: AAPL | C1_SQUEEZE_CALL | ENTRADA: 242.84 | TP: 244.34 | SL: 239.84
Hora  |  Open  |  High  |  Low   |  Close |  Vol
16:00 | 238.43 | 238.43 | 236.65 | 237.01 | 1848891 
16:15 | 237.01 | 237.63 | 236.77 | 237.56 | 1620973 
16:30 | 237.56 | 238.15 | 237.31 | 237.94 | 1151751 
16:45 | 237.93 | 238.39 | 237.82 | 238.24 | 877794 
17:00 | 238.25 | 238.80 | 238.21 | 238.39 | 868423 
17:15 | 238.39 | 238.58 | 238.10 | 238.19 | 587907 
17:30 | 238.21 | 238.54 | 238.21 | 238.33 | 644264 
17:45 | 238.33 | 238.48 | 237.35 | 237.61 | 911987 
18:00 | 237.59 | 237.82 | 237.44 | 237.77 | 589498 
18:15 | 237.78 | 238.18 | 237.73 | 237.94 | 587949 
18:30 | 237.95 | 238.11 | 237.64 | 238.08 | 598259 
18:45 | 238.08 | 238.14 | 237.86 | 237.96 | 471245 
19:00 | 237.95 | 238.21 | 237.83 | 238.01 | 556378 
19:15 | 238.01 | 238.12 | 237.75 | 237.88 | 586548 
19:30 | 237.87 | 238.10 | 237.49 | 237.52 | 577077 
19:45 | 237.52 | 237.61 | 237.21 | 237.39 | 511062 
20:00 | 237.38 | 237.99 | 237.31 | 237.88 | 700833 
20:15 | 237.88 | 238.02 | 237.65 | 237.80 | 483725 
20:30 | 237.81 | 237.95 | 237.66 | 237.71 | 498126 
20:45 | 237.71 | 237.81 | 237.57 | 237.69 | 573247 
21:00 | 237.69 | 237.80 | 237.51 | 237.62 | 602818 
21:15 | 237.61 | 237.73 | 237.25 | 237.46 | 961224 
21:30 | 237.46 | 237.92 | 237.43 | 237.79 | 753753 
21:45 | 237.78 | 238.11 | 237.44 | 237.85 | 2295511 
15:30 | 241.20 | 242.70 | 240.42 | 240.95 | 15211210 
15:45 | 240.95 | 241.73 | 240.35 | 240.89 | 2281197 
16:00 | 240.89 | 241.51 | 240.55 | 241.32 | 1904323 [ENTRADA]
16:15 | 241.31 | 241.36 | 240.21 | 241.15 | 1873646 
16:30 | 241.15 | 242.08 | 241.06 | 241.91 | 1969773 
